LEVEL_ID,type,country,country_id,state,state_id,city,city_id,zone,zone_id,neighbourhood,neighbourhood_id,x,y,z,path
1,Country,Colombia,1,"",0,"",0,"",0,"",0,-74.0981,4.6647,15,Colombia
2,State,Colombia,1,"Bogotá, d.c.",363,"",0,"",0,"",0,-74.08699035644531,4.673953272435726,8,"Colombia / Bogotá, d.c."
2,State,Colombia,1,Amazonas,54,"",0,"",0,"",0,-71.321141,-1.319181,8,Colombia / Amazonas
2,State,Colombia,1,Antioquia,55,"",0,"",0,"",0,-75.575987734700000,6.251249155300000,10,Colombia / Antioquia
2,State,Colombia,1,Arauca,56,"",0,"",0,"",0,-70.999489000000000,6.485794000000000,8,Colombia / Arauca
2,State,Colombia,1,Atlántico,57,"",0,"",0,"",0,-74.995422000000000,10.669309000000000,9,Colombia / Atlántico
2,State,Colombia,1,Bolívar,58,"",0,"",0,"",0,-74.525562000000000,9.003055000000000,8,Colombia / Bolívar
2,State,Colombia,1,Boyacá,59,"",0,"",0,"",0,-73.305944000000000,5.457853000000000,8,Colombia / Boyacá
2,State,Colombia,1,Caldas,60,"",0,"",0,"",0,-75.230502000000000,5.331962000000000,9,Colombia / Caldas
2,State,Colombia,1,Caquetá,61,"",0,"",0,"",0,-75.600394,1.596319,8,Colombia / Caquetá
2,State,Colombia,1,Casanare,62,"",0,"",0,"",0,-71.589677000000000,5.441834000000000,8,Colombia / Casanare
2,State,Colombia,1,Cauca,63,"",0,"",0,"",0,-76.945452000000000,2.229636000000000,8,Colombia / Cauca
2,State,Colombia,1,Cesar,64,"",0,"",0,"",0,-73.559556000000000,9.444519000000000,8,Colombia / Cesar
2,State,Colombia,1,Chocó,65,"",0,"",0,"",0,-76.657309,5.692558,8,Colombia / Chocó
2,State,Colombia,1,Córdoba,66,"",0,"",0,"",0,-75.673531000000000,8.357624000000000,8,Colombia / Córdoba
2,State,Colombia,1,Cundinamarca,67,"",0,"",0,"",0,-74.122243000000000,4.797198000000000,8,Colombia / Cundinamarca
2,State,Colombia,1,Guainía,68,"",0,"",0,"",0,-67.872764,3.807582,8,Colombia / Guainía
2,State,Colombia,1,Guaviare,69,"",0,"",0,"",0,-72.601077,2.559847,8,Colombia / Guaviare
2,State,Colombia,1,Huila,70,"",0,"",0,"",0,-75.620615000000000,2.549863000000000,8,Colombia / Huila
2,State,Colombia,1,La guajira,71,"",0,"",0,"",0,-72.464138000000000,11.403118000000000,8,Colombia / La guajira
2,State,Colombia,1,Magdalena,72,"",0,"",0,"",0,-74.324643000000000,10.252901000000000,8,Colombia / Magdalena
2,State,Colombia,1,Meta,73,"",0,"",0,"",0,-73.035669000000000,3.331174000000000,8,Colombia / Meta
2,State,Colombia,1,Nariño,74,"",0,"",0,"",0,-77.912630000000000,1.564652000000000,8,Colombia / Nariño
2,State,Colombia,1,Norte Santander,85,"",0,"",0,"",0,-72.823286000000000,8.057044000000000,8,Colombia / Norte Santander
2,State,Colombia,1,Putumayo,76,"",0,"",0,"",0,-76.645595,1.149168,8,Colombia / Putumayo
2,State,Colombia,1,Quindío,77,"",0,"",0,"",0,-75.692512000000000,4.415333000000000,10,Colombia / Quindío
2,State,Colombia,1,Risaralda,78,"",0,"",0,"",0,-75.693979569200000,4.808485783780000,10,Colombia / Risaralda
2,State,Colombia,1,San Andres y Providencia,79,"",0,"",0,"",0,-81.719946000000000,12.540330000000000,13,Colombia / San Andres y Providencia
2,State,Colombia,1,Santander,75,"",0,"",0,"",0,-73.117030776600000,7.104933094250000,10,Colombia / Santander
2,State,Colombia,1,Sucre,80,"",0,"",0,"",0,-75.162272000000000,9.166525000000000,9,Colombia / Sucre
2,State,Colombia,1,Tolima,81,"",0,"",0,"",0,-75.191650000000000,4.436428000000000,10,Colombia / Tolima
2,State,Colombia,1,Valle del Cauca,82,"",0,"",0,"",0,-76.524536000000000,3.423315000000000,10,Colombia / Valle del Cauca
2,State,Colombia,1,Vaupés,83,"",0,"",0,"",0,-70.232158,1.254920,8,Colombia / Vaupés
2,State,Colombia,1,Vichada,84,"",0,"",0,"",0,-67.482024,6.186045,8,Colombia / Vichada
3,City,Colombia,1,Amazonas,54,Leticia,5400003,"",0,"",0,-69.937469,-4.205845,8,Colombia / Amazonas / Leticia
3,City,Colombia,1,Amazonas,54,Otros municipios,5400002,"",0,"",0,-69.946869,-4.186117,15,Colombia / Amazonas / Otros municipios
3,City,Colombia,1,Amazonas,54,Puerto Nariño,5400004,"",0,"",0,-70.38306,-3.7702,15,Colombia / Amazonas / Puerto Nariño
3,City,Colombia,1,Antioquia,55,Amagá,8500183,"",0,"",0,-75.703128,6.040612,15,Colombia / Antioquia / Amagá
3,City,Colombia,1,Antioquia,55,Andes,8500165,"",0,"",0,-75.877698,5.655649,15,Colombia / Antioquia / Andes
3,City,Colombia,1,Antioquia,55,Angelópolis,5500042,"",0,"",0,-75.710286,6.111531,15,Colombia / Antioquia / Angelópolis
3,City,Colombia,1,Antioquia,55,Angelópolis,8500167,"",0,"",0,-75.710286,6.111531,15,Colombia / Antioquia / Angelópolis
3,City,Colombia,1,Antioquia,55,Barbosa,5500010,"",0,"",0,-75.331325000000000,6.437350000000000,15,Colombia / Antioquia / Barbosa
3,City,Colombia,1,Antioquia,55,Bello,5500005,"",0,"",0,-75.560772000000000,6.340906000000000,15,Colombia / Antioquia / Bello
3,City,Colombia,1,Antioquia,55,Betania,5500043,"",0,"",0,-75.976296,5.745065,15,Colombia / Antioquia / Betania
3,City,Colombia,1,Antioquia,55,Betania,8500168,"",0,"",0,-75.976296,5.745065,15,Colombia / Antioquia / Betania
3,City,Colombia,1,Antioquia,55,Betulia,8500169,"",0,"",0,-75.984568,6.113516,15,Colombia / Antioquia / Betulia
3,City,Colombia,1,Antioquia,55,Caldas,5500011,"",0,"",0,-75.636094000000000,6.088708000000000,15,Colombia / Antioquia / Caldas
3,City,Colombia,1,Antioquia,55,Caramanta,8500170,"",0,"",0,-75.644462,5.548681,15,Colombia / Antioquia / Caramanta
3,City,Colombia,1,Antioquia,55,Cauca Viejo,5500036,"",0,"",0,-75.757198,5.871009,15,Colombia / Antioquia / Cauca Viejo
3,City,Colombia,1,Antioquia,55,Caucasia,5500017,"",0,"",0,-75.195961000000000,7.987397000000000,15,Colombia / Antioquia / Caucasia
3,City,Colombia,1,Antioquia,55,Ciudad Bolívar,8500171,"",0,"",0,-76.021011,5.850087,15,Colombia / Antioquia / Ciudad Bolívar
3,City,Colombia,1,Antioquia,55,Concordia,8500172,"",0,"",0,-75.907200,6.046239,15,Colombia / Antioquia / Concordia
3,City,Colombia,1,Antioquia,55,Copacabana,5500008,"",0,"",0,-75.509144000000000,6.345078000000000,15,Colombia / Antioquia / Copacabana
3,City,Colombia,1,Antioquia,55,Don Matias,5500034,"",0,"",0,-75.396156,6.486402,15,Colombia / Antioquia / Don Matias
3,City,Colombia,1,Antioquia,55,Doradal,5500039,"",0,"",0,-74.734174,5.899558,15,Colombia / Antioquia / Doradal
3,City,Colombia,1,Antioquia,55,El Carmen de Viboral,5500026,"",0,"",0,-75.3354,6.083669,15,Colombia / Antioquia / El Carmen de Viboral
3,City,Colombia,1,Antioquia,55,El Peñol,5500027,"",0,"",0,-75.243582,6.216707,15,Colombia / Antioquia / El Peñol
3,City,Colombia,1,Antioquia,55,El Retiro,5500013,"",0,"",0,-75.503408000000000,6.057533000000000,16,Colombia / Antioquia / El Retiro
3,City,Colombia,1,Antioquia,55,Entrerrios,5500033,"",0,"",0,-75.516992,6.567423,15,Colombia / Antioquia / Entrerrios
3,City,Colombia,1,Antioquia,55,Envigado,5500001,"",0,"",0,-75.577236000000000,6.161961000000000,15,Colombia / Antioquia / Envigado
3,City,Colombia,1,Antioquia,55,Fredonia,5500037,"",0,"",0,-75.671884,5.927166,15,Colombia / Antioquia / Fredonia
3,City,Colombia,1,Antioquia,55,Girardota,5500009,"",0,"",0,-75.446686000000000,6.376886000000000,16,Colombia / Antioquia / Girardota
3,City,Colombia,1,Antioquia,55,Guarne,5500018,"",0,"",0,-75.442947000000000,6.280233000000000,16,Colombia / Antioquia / Guarne
3,City,Colombia,1,Antioquia,55,Guatapé,5500023,"",0,"",0,-75.146590,6.230397,15,Colombia / Antioquia / Guatapé
3,City,Colombia,1,Antioquia,55,Hispania,8500173,"",0,"",0,-75.907396,5.799728,15,Colombia / Antioquia / Hispania
3,City,Colombia,1,Antioquia,55,Itaguí,5500002,"",0,"",0,-75.612706000000000,6.177639000000000,15,Colombia / Antioquia / Itaguí
3,City,Colombia,1,Antioquia,55,Jardín,8500174,"",0,"",0,-75.819251,5.599042,15,Colombia / Antioquia / Jardín
3,City,Colombia,1,Antioquia,55,Jericó,8500175,"",0,"",0,-75.786226,5.791415,15,Colombia / Antioquia / Jericó
3,City,Colombia,1,Antioquia,55,La Ceja,5500012,"",0,"",0,-75.431453000000000,6.029486000000000,15,Colombia / Antioquia / La Ceja
3,City,Colombia,1,Antioquia,55,La Estrella,5500003,"",0,"",0,-75.643819000000000,6.157453000000000,15,Colombia / Antioquia / La Estrella
3,City,Colombia,1,Antioquia,55,La Pintada,8500176,"",0,"",0,-75.606061,5.747584,15,Colombia / Antioquia / La Pintada
3,City,Colombia,1,Antioquia,55,La Unión,5500028,"",0,"",0,-75.361326,5.973825,15,Colombia / Antioquia / La Unión
3,City,Colombia,1,Antioquia,55,Llano Grande,5500020,"",0,"",0,-75.428052,6.119604,15,Colombia / Antioquia / Llano Grande
3,City,Colombia,1,Antioquia,55,Marinilla,5500024,"",0,"",0,-75.3375,6.17333,15,Colombia / Antioquia / Marinilla
3,City,Colombia,1,Antioquia,55,Medellín,5500006,"",0,"",0,-75.543400000000000,6.292036000000000,15,Colombia / Antioquia / Medellín
3,City,Colombia,1,Antioquia,55,Montebello,8500177,"",0,"",0,-75.524188,5.945474,15,Colombia / Antioquia / Montebello
3,City,Colombia,1,Antioquia,55,Otros Municipios,5500007,"",0,"",0,-75.380861000000000,6.960219000000000,11,Colombia / Antioquia / Otros Municipios
3,City,Colombia,1,Antioquia,55,Pueblorrico,8500178,"",0,"",0,-75.841954,5.790836,15,Colombia / Antioquia / Pueblorrico
3,City,Colombia,1,Antioquia,55,Puerto Triunfo,5500038,"",0,"",0,-74.640102,5.873386,15,Colombia / Antioquia / Puerto Triunfo
3,City,Colombia,1,Antioquia,55,Rionegro,5500004,"",0,"",0,-75.376456000000000,6.151331000000000,15,Colombia / Antioquia / Rionegro
3,City,Colombia,1,Antioquia,55,Sabaneta,5500016,"",0,"",0,-75.599853000000000,6.149939000000000,15,Colombia / Antioquia / Sabaneta
3,City,Colombia,1,Antioquia,55,Salgar,8500179,"",0,"",0,-75.979133,5.963251,15,Colombia / Antioquia / Salgar
3,City,Colombia,1,Antioquia,55,San Antonio de Pereira,5500022,"",0,"",0,-75.380352,6.130165,15,Colombia / Antioquia / San Antonio de Pereira
3,City,Colombia,1,Antioquia,55,San Antonio de Prado,5500021,"",0,"",0,-75.656265,6.184876,15,Colombia / Antioquia / San Antonio de Prado
